N,d,k,beta,prob_low,prob_upp
200.0,1.0,0.0,0.1,0.98924802734375,1.0
200.0,1.0,1.0,0.1,0.98280284375,0.996776408203125
200.0,1.0,2.0,0.1,0.97635766015625,0.99355281640625
200.0,1.0,3.0,0.1,0.9699124765625,0.990329224609375
200.0,1.0,4.0,0.1,0.96346729296875,0.9871056328125
200.0,1.0,5.0,0.1,0.957022109375,0.983882041015625
200.0,1.0,6.0,0.1,0.95057692578125,0.98065844921875
200.0,1.0,7.0,0.1,0.9441317421875,0.977434857421875
200.0,1.0,8.0,0.1,0.9376865585937499,0.974211265625
200.0,1.0,9.0,0.1,0.931241375,0.970987673828125
200.0,1.0,10.0,0.1,0.92479619140625,0.96776408203125
200.0,1.0,11.0,0.1,0.9191322421875,0.9636626015625
200.0,1.0,12.0,0.1,0.91346829296875,0.95956112109375
200.0,1.0,13.0,0.1,0.90780434375,0.955459640625
200.0,1.0,14.0,0.1,0.9021403945312501,0.95135816015625
200.0,1.0,15.0,0.1,0.8964764453125,0.9472566796874999
200.0,1.0,16.0,0.1,0.89081249609375,0.94315519921875
200.0,1.0,17.0,0.1,0.885148546875,0.93905371875
200.0,1.0,18.0,0.1,0.87948459765625,0.93495223828125
200.0,1.0,19.0,0.1,0.8738206484375,0.9308507578125
200.0,1.0,20.0,0.1,0.8681566992187499,0.92674927734375
200.0,1.0,21.0,0.1,0.86268805859375,0.9222571796875
200.0,1.0,22.0,0.1,0.85721941796875,0.91776508203125
200.0,1.0,23.0,0.1,0.85175077734375,0.913272984375
200.0,1.0,24.0,0.1,0.84628213671875,0.90878088671875
200.0,1.0,25.0,0.1,0.84081349609375,0.9042887890625
200.0,1.0,26.0,0.1,0.83534485546875,0.89979669140625
200.0,1.0,27.0,0.1,0.82987621484375,0.89530459375
200.0,1.0,28.0,0.1,0.82440757421875,0.89081249609375
200.0,1.0,29.0,0.1,0.81893893359375,0.8863203984375
200.0,1.0,30.0,0.1,0.8134702929687501,0.88182830078125
200.0,1.0,31.0,0.1,0.80800165234375,0.877336203125
200.0,1.0,32.0,0.1,0.80253301171875,0.87284410546875
200.0,1.0,33.0,0.1,0.79706437109375,0.8683520078125
200.0,1.0,34.0,0.1,0.79159573046875,0.8638599101562501
200.0,1.0,35.0,0.1,0.78612708984375,0.8593678125
200.0,1.0,36.0,0.1,0.78065844921875,0.85487571484375
200.0,1.0,37.0,0.1,0.7751898085937501,0.8503836171875
200.0,1.0,38.0,0.1,0.76972116796875,0.84589151953125
200.0,1.0,39.0,0.1,0.76425252734375,0.841399421875
200.0,1.0,40.0,0.1,0.75878388671875,0.83690732421875
200.0,1.0,41.0,0.1,0.7535105546875001,0.8322199179687501
200.0,1.0,42.0,0.1,0.74823722265625,0.82753251171875
200.0,1.0,43.0,0.1,0.742963890625,0.82284510546875
200.0,1.0,44.0,0.1,0.7376905585937501,0.81815769921875
200.0,1.0,45.0,0.1,0.7324172265625,0.8134702929687501
200.0,1.0,46.0,0.1,0.7271438945312501,0.80878288671875
200.0,1.0,47.0,0.1,0.7218705625,0.80409548046875
200.0,1.0,48.0,0.1,0.71659723046875,0.7994080742187499
200.0,1.0,49.0,0.1,0.7113238984375001,0.79472066796875
200.0,1.0,50.0,0.1,0.70605056640625,0.79003326171875
200.0,1.0,51.0,0.1,0.70097254296875,0.78534585546875
200.0,1.0,52.0,0.1,0.69589451953125,0.78065844921875
200.0,1.0,53.0,0.1,0.69081649609375,0.77597104296875
200.0,1.0,54.0,0.1,0.6857384726562501,0.77128363671875
200.0,1.0,55.0,0.1,0.68066044921875,0.76659623046875
200.0,1.0,56.0,0.1,0.6755824257812499,0.76190882421875
200.0,1.0,57.0,0.1,0.6705044023437501,0.75722141796875
200.0,1.0,58.0,0.1,0.66542637890625,0.75253401171875
200.0,1.0,59.0,0.1,0.66034835546875,0.74784660546875
200.0,1.0,60.0,0.1,0.6552703320312501,0.7431591992187501
200.0,1.0,61.0,0.1,0.6499969999999999,0.738276484375
200.0,1.0,62.0,0.1,0.64472366796875,0.73339376953125
200.0,1.0,63.0,0.1,0.6394503359375,0.7285110546875
200.0,1.0,64.0,0.1,0.63417700390625,0.72362833984375
200.0,1.0,65.0,0.1,0.628903671875,0.718745625
200.0,1.0,66.0,0.1,0.6236303398437499,0.71386291015625
200.0,1.0,67.0,0.1,0.6183570078125,0.7089801953125
200.0,1.0,68.0,0.1,0.6130836757812499,0.7040974804687501
200.0,1.0,69.0,0.1,0.60781034375,0.6992147656250001
200.0,1.0,70.0,0.1,0.60253701171875,0.69433205078125
200.0,1.0,71.0,0.1,0.59745898828125,0.6894493359375
200.0,1.0,72.0,0.1,0.5923809648437499,0.68456662109375
200.0,1.0,73.0,0.1,0.58730294140625,0.67968390625
200.0,1.0,74.0,0.1,0.58222491796875,0.67480119140625
200.0,1.0,75.0,0.1,0.57714689453125,0.6699184765625
200.0,1.0,76.0,0.1,0.57206887109375,0.66503576171875
200.0,1.0,77.0,0.1,0.56699084765625,0.660153046875
200.0,1.0,78.0,0.1,0.56191282421875,0.65527033203125
200.0,1.0,79.0,0.1,0.55683480078125,0.6503876171875
200.0,1.0,80.0,0.1,0.55175677734375,0.64550490234375
200.0,1.0,81.0,0.1,0.5468740624999999,0.6406221875
200.0,1.0,82.0,0.1,0.54199134765625,0.63573947265625
200.0,1.0,83.0,0.1,0.5371086328125,0.6308567578125
200.0,1.0,84.0,0.1,0.5322259179687501,0.6259740429687499
200.0,1.0,85.0,0.1,0.527343203125,0.6210913281249999
200.0,1.0,86.0,0.1,0.52246048828125,0.6162086132812499
200.0,1.0,87.0,0.1,0.5175777734375,0.6113258984375
200.0,1.0,88.0,0.1,0.51269505859375,0.6064431835937499
200.0,1.0,89.0,0.1,0.50781234375,0.60156046875
200.0,1.0,90.0,0.1,0.5029296289062499,0.59667775390625
200.0,1.0,91.0,0.1,0.49785160546874996,0.5917950390625
200.0,1.0,92.0,0.1,0.49277358203125,0.58691232421875
200.0,1.0,93.0,0.1,0.48769555859375,0.5820296093749999
200.0,1.0,94.0,0.1,0.48261753515625005,0.5771468945312499
200.0,1.0,95.0,0.1,0.47753951171875,0.5722641796875
200.0,1.0,96.0,0.1,0.47246148828125,0.5673814648437501
200.0,1.0,97.0,0.1,0.46738346484375004,0.56249875
200.0,1.0,98.0,0.1,0.46230544140624996,0.55761603515625
200.0,1.0,99.0,0.1,0.45722741796875,0.5527333203125
200.0,1.0,100.0,0.1,0.45214939453125,0.54785060546875
200.0,1.0,101.0,0.1,0.4472666796875,0.54277258203125
200.0,1.0,102.0,0.1,0.44238396484375,0.53769455859375
200.0,1.0,103.0,0.1,0.43750125000000006,0.5326165351562501
200.0,1.0,104.0,0.1,0.43261853515625004,0.5275385117187501
200.0,1.0,105.0,0.1,0.4277358203125,0.52246048828125
200.0,1.0,106.0,0.1,0.42285310546875,0.5173824648437501
200.0,1.0,107.0,0.1,0.41797039062499997,0.5123044414062501
200.0,1.0,108.0,0.1,0.41308767578125005,0.50722641796875
200.0,1.0,109.0,0.1,0.4082049609375,0.50214839453125
200.0,1.0,110.0,0.1,0.40332224609375,0.4970703710937501
200.0,1.0,111.0,0.1,0.39843953125,0.49218765625000005
200.0,1.0,112.0,0.1,0.39355681640624995,0.48730494140625
200.0,1.0,113.0,0.1,0.38867410156250004,0.4824222265625
200.0,1.0,114.0,0.1,0.38379138671875,0.47753951171875
200.0,1.0,115.0,0.1,0.378908671875,0.47265679687499995
200.0,1.0,116.0,0.1,0.37402595703124997,0.4677740820312499
200.0,1.0,117.0,0.1,0.36914324218749994,0.4628913671874999
200.0,1.0,118.0,0.1,0.36426052734375003,0.4580086523437499
200.0,1.0,119.0,0.1,0.3593778125,0.45312593749999985
200.0,1.0,120.0,0.1,0.35449509765625,0.44824322265624983
200.0,1.0,121.0,0.1,0.34961238281249996,0.44316519921874986
200.0,1.0,122.0,0.1,0.34472966796875004,0.4380871757812499
200.0,1.0,123.0,0.1,0.339846953125,0.4330091523437498
200.0,1.0,124.0,0.1,0.3349642382812501,0.42793112890624985
200.0,1.0,125.0,0.1,0.3300815234375001,0.4228531054687499
200.0,1.0,126.0,0.1,0.32519880859375005,0.4177750820312499
200.0,1.0,127.0,0.1,0.32031609375000014,0.41269705859374994
200.0,1.0,128.0,0.1,0.3154333789062501,0.40761903515624986
200.0,1.0,129.0,0.1,0.3105506640625002,0.4025410117187499
200.0,1.0,130.0,0.1,0.3056679492187502,0.39746298828124993
200.0,1.0,131.0,0.1,0.30078523437500015,0.3921896562499999
200.0,1.0,132.0,0.1,0.29590251953125013,0.38691632421875
200.0,1.0,133.0,0.1,0.2910198046875001,0.3816429921875
200.0,1.0,134.0,0.1,0.2861370898437501,0.37636966015625006
200.0,1.0,135.0,0.1,0.28125437500000006,0.37109632812500004
200.0,1.0,136.0,0.1,0.27637166015625003,0.36582299609375
200.0,1.0,137.0,0.1,0.2714889453125,0.3605496640625001
200.0,1.0,138.0,0.1,0.26660623046875,0.3552763320312501
200.0,1.0,139.0,0.1,0.26172351562499996,0.3500030000000002
200.0,1.0,140.0,0.1,0.25684080078124993,0.34472966796875015
200.0,1.0,141.0,0.1,0.25215339453124996,0.3396516445312502
200.0,1.0,142.0,0.1,0.24746598828125,0.3345736210937501
200.0,1.0,143.0,0.1,0.2427785820312499,0.32949559765625014
200.0,1.0,144.0,0.1,0.23809117578124994,0.32441757421875006
200.0,1.0,145.0,0.1,0.23340376953124997,0.3193395507812501
200.0,1.0,146.0,0.1,0.22871636328125,0.3142615273437501
200.0,1.0,147.0,0.1,0.22402895703125003,0.30918350390625005
200.0,1.0,148.0,0.1,0.21934155078124995,0.3041054804687501
200.0,1.0,149.0,0.1,0.21465414453124998,0.29902745703125
200.0,1.0,150.0,0.1,0.20996673828125,0.29394943359375003
200.0,1.0,151.0,0.1,0.20527933203125004,0.2886761015625
200.0,1.0,152.0,0.1,0.20059192578124996,0.28340276953125
