N,d,k,beta,prob_low,prob_upp
1000,1,0,0.1,0.99706037109375,1.0
1000,1,1,0.1,0.99706037109375,0.99901345703125
1000,1,2,0.1,0.99510728515625,0.99901345703125
1000,1,3,0.1,0.99315419921875,0.99901345703125
1000,1,4,0.1,0.991201640625,0.999013515625
1000,1,5,0.1,0.991201640625,0.997060546875
1000,1,6,0.1,0.989248671875,0.997060546875
1000,1,7,0.1,0.987295703125,0.997060546875
1000,1,8,0.1,0.987295703125,0.995107578125
1000,1,9,0.1,0.985342734375,0.995107578125
1000,1,10,0.1,0.985342734375,0.993154609375
1000,1,11,0.1,0.983389765625,0.993154609375
1000,1,12,0.1,0.981436796875,0.991201640625
1000,1,13,0.1,0.981436796875,0.991201640625
1000,1,14,0.1,0.979483828125,0.991201640625
1000,1,15,0.1,0.979483828125,0.989248671875
1000,1,16,0.1,0.977530859375,0.989248671875
1000,1,17,0.1,0.975577890625,0.987295703125
1000,1,18,0.1,0.975577890625,0.987295703125
1000,1,19,0.1,0.973624921875,0.985342734375
1000,1,20,0.1,0.973624921875,0.985342734375
1000,1,21,0.1,0.971671953125,0.985342734375
1000,1,22,0.1,0.971671953125,0.983389765625
1000,1,23,0.1,0.969718984375,0.983389765625
1000,1,24,0.1,0.967766015625,0.981436796875
1000,1,25,0.1,0.967766015625,0.981436796875
1000,1,26,0.1,0.965813046875,0.979483828125
1000,1,27,0.1,0.9658203125,0.979483828125
1000,1,28,0.1,0.9638671875,0.977530859375
1000,1,29,0.1,0.9638671875,0.977530859375
1000,1,30,0.1,0.9619140625,0.977530859375
1000,1,31,0.1,0.9599609375,0.975577890625
1000,1,32,0.1,0.9599609375,0.975577890625
1000,1,33,0.1,0.9580078125,0.973624921875
1000,1,34,0.1,0.9580078125,0.973624921875
1000,1,35,0.1,0.9560546875,0.971671953125
1000,1,36,0.1,0.9560546875,0.971671953125
1000,1,37,0.1,0.9541015625,0.969718984375
1000,1,38,0.1,0.9521484375,0.969718984375
1000,1,39,0.1,0.9521484375,0.967766015625
1000,1,40,0.1,0.9501953125,0.967766015625
1000,1,41,0.1,0.9501953125,0.967766015625
1000,1,42,0.1,0.9482421875,0.9658203125
1000,1,43,0.1,0.9482421875,0.9658203125
1000,1,44,0.1,0.9462890625,0.9638671875
1000,1,45,0.1,0.9462890625,0.9638671875
1000,1,46,0.1,0.9443359375,0.9619140625
1000,1,47,0.1,0.9423828125,0.9619140625
1000,1,48,0.1,0.9423828125,0.9599609375
1000,1,49,0.1,0.9404296875,0.9599609375
1000,1,50,0.1,0.9404296875,0.9580078125
1000,1,51,0.1,0.9384765625,0.9580078125
1000,1,52,0.1,0.9384765625,0.9560546875
1000,1,53,0.1,0.9365234375,0.9560546875
1000,1,54,0.1,0.9365234375,0.9541015625
1000,1,55,0.1,0.9345703125,0.9541015625
1000,1,56,0.1,0.9326171875,0.9541015625
1000,1,57,0.1,0.9326171875,0.9521484375
1000,1,58,0.1,0.9306640625,0.9521484375
1000,1,59,0.1,0.9306640625,0.9501953125
1000,1,60,0.1,0.9287109375,0.9501953125
1000,1,61,0.1,0.9287109375,0.9482421875
1000,1,62,0.1,0.9267578125,0.9482421875
1000,1,63,0.1,0.9267578125,0.9462890625
1000,1,64,0.1,0.9248046875,0.9462890625
1000,1,65,0.1,0.9248046875,0.9443359375
1000,1,66,0.1,0.9228515625,0.9443359375
1000,1,67,0.1,0.9208984375,0.9423828125
1000,1,68,0.1,0.9208984375,0.9423828125
1000,1,69,0.1,0.9189453125,0.9404296875
1000,1,70,0.1,0.9189453125,0.9404296875
1000,1,71,0.1,0.9169921875,0.9384765625
1000,1,72,0.1,0.9169921875,0.9384765625
1000,1,73,0.1,0.9150390625,0.9365234375
1000,1,74,0.1,0.9150390625,0.9365234375
1000,1,75,0.1,0.9130859375,0.9345703125
1000,1,76,0.1,0.9130859375,0.9345703125
1000,1,77,0.1,0.9111328125,0.9345703125
1000,1,78,0.1,0.9091796875,0.9326171875
1000,1,79,0.1,0.9091796875,0.9326171875
1000,1,80,0.1,0.9072265625,0.9306640625
1000,1,81,0.1,0.9072265625,0.9306640625
1000,1,82,0.1,0.9052734375,0.9287109375
1000,1,83,0.1,0.9052734375,0.9287109375
1000,1,84,0.1,0.9033203125,0.9267578125
1000,1,85,0.1,0.9033203125,0.9267578125
1000,1,86,0.1,0.9013671875,0.9248046875
1000,1,87,0.1,0.9013671875,0.9248046875
1000,1,88,0.1,0.8994140625,0.9228515625
1000,1,89,0.1,0.8974609375,0.9228515625
1000,1,90,0.1,0.8974609375,0.9208984375
1000,1,91,0.1,0.8955078125,0.9208984375
1000,1,92,0.1,0.8955078125,0.9189453125
1000,1,93,0.1,0.8935546875,0.9189453125
1000,1,94,0.1,0.8935546875,0.9169921875
1000,1,95,0.1,0.8916015625,0.9169921875
1000,1,96,0.1,0.8916015625,0.9150390625
1000,1,97,0.1,0.8896484375,0.9150390625
1000,1,98,0.1,0.8896484375,0.9130859375
1000,1,99,0.1,0.8876953125,0.9130859375
1000,1,100,0.1,0.8876953125,0.9111328125
1000,1,101,0.1,0.8857421875,0.9111328125
1000,1,102,0.1,0.8837890625,0.9111328125
1000,1,103,0.1,0.8837890625,0.9091796875
1000,1,104,0.1,0.8818359375,0.9091796875
