N,d,k,beta,prob_low,prob_upp
500.0,1.0,0.0,0.1,0.99510728515625,1.0
500.0,1.0,1.0,0.1,0.99315419921875,0.99901345703125
500.0,1.0,2.0,0.1,0.98924802734375,0.99901345703125
500.0,1.0,3.0,0.1,0.98729494140625,0.99706037109375
500.0,1.0,4.0,0.1,0.98338876953125,0.99706037109375
500.0,1.0,5.0,0.1,0.98143568359375,0.99510728515625
500.0,1.0,6.0,0.1,0.97877919921875,0.99338845703125
500.0,1.0,7.0,0.1,0.97612302734375,0.99213845703125
500.0,1.0,8.0,0.1,0.97416994140625,0.99018537109375
500.0,1.0,9.0,0.1,0.97151376953125,0.98893537109375
500.0,1.0,10.0,0.1,0.96956068359375,0.98698228515625
500.0,1.0,11.0,0.1,0.96690419921875,0.98651345703125
500.0,1.0,12.0,0.1,0.96424802734375,0.98401345703125
500.0,1.0,13.0,0.1,0.96229494140625,0.98206037109375
500.0,1.0,14.0,0.1,0.95963876953125,0.98081037109375
500.0,1.0,15.0,0.1,0.95768568359375,0.97885728515625
500.0,1.0,16.0,0.1,0.95502919921875,0.97713845703125
500.0,1.0,17.0,0.1,0.95362302734375,0.97588845703125
500.0,1.0,18.0,0.1,0.95041994140625,0.97393537109375
500.0,1.0,19.0,0.1,0.9490137695312499,0.97268537109375
500.0,1.0,20.0,0.1,0.94581068359375,0.97073228515625
500.0,1.0,21.0,0.1,0.94440419921875,0.96901345703125
500.0,1.0,22.0,0.1,0.94174802734375,0.96776345703125
500.0,1.0,23.0,0.1,0.93979494140625,0.96581037109375
500.0,1.0,24.0,0.1,0.93713876953125,0.96331037109375
500.0,1.0,25.0,0.1,0.93518568359375,0.9626072851562499
500.0,1.0,26.0,0.1,0.93252919921875,0.96088845703125
500.0,1.0,27.0,0.1,0.93112302734375,0.95838845703125
500.0,1.0,28.0,0.1,0.92791994140625,0.95643537109375
500.0,1.0,29.0,0.1,0.92651376953125,0.95518537109375
500.0,1.0,30.0,0.1,0.92456068359375,0.95323228515625
500.0,1.0,31.0,0.1,0.92190419921875,0.95151345703125
500.0,1.0,32.0,0.1,0.91924802734375,0.95026345703125
500.0,1.0,33.0,0.1,0.91729494140625,0.9483103710937499
500.0,1.0,34.0,0.1,0.91463876953125,0.94581037109375
500.0,1.0,35.0,0.1,0.91268568359375,0.94385728515625
500.0,1.0,36.0,0.1,0.91127919921875,0.94213845703125
500.0,1.0,37.0,0.1,0.90862302734375,0.94088845703125
500.0,1.0,38.0,0.1,0.90666994140625,0.93893537109375
500.0,1.0,39.0,0.1,0.90401376953125,0.9376853710937499
500.0,1.0,40.0,0.1,0.90206068359375,0.93573228515625
500.0,1.0,41.0,0.1,0.89940419921875,0.9340134570312499
500.0,1.0,42.0,0.1,0.89799802734375,0.93151345703125
500.0,1.0,43.0,0.1,0.89604494140625,0.92956037109375
500.0,1.0,44.0,0.1,0.89338876953125,0.92831037109375
500.0,1.0,45.0,0.1,0.89143568359375,0.9263572851562499
500.0,1.0,46.0,0.1,0.88877919921875,0.92463845703125
500.0,1.0,47.0,0.1,0.88737302734375,0.92213845703125
500.0,1.0,48.0,0.1,0.88541994140625,0.92018537109375
500.0,1.0,49.0,0.1,0.88276376953125,0.91893537109375
500.0,1.0,50.0,0.1,0.88081068359375,0.91698228515625
500.0,1.0,51.0,0.1,0.87815419921875,0.91526345703125
500.0,1.0,52.0,0.1,0.87674802734375,0.91276345703125
500.0,1.0,53.0,0.1,0.8735449414062499,0.91206037109375
500.0,1.0,54.0,0.1,0.87213876953125,0.90956037109375
500.0,1.0,55.0,0.1,0.87018568359375,0.90760728515625
500.0,1.0,56.0,0.1,0.86752919921875,0.90588845703125
500.0,1.0,57.0,0.1,0.86612302734375,0.90463845703125
500.0,1.0,58.0,0.1,0.8629199414062501,0.90268537109375
500.0,1.0,59.0,0.1,0.86151376953125,0.90018537109375
500.0,1.0,60.0,0.1,0.85956068359375,0.89823228515625
500.0,1.0,61.0,0.1,0.85690419921875,0.89651345703125
500.0,1.0,62.0,0.1,0.85549802734375,0.89526345703125
500.0,1.0,63.0,0.1,0.85229494140625,0.89331037109375
500.0,1.0,64.0,0.1,0.85088876953125,0.89081037109375
500.0,1.0,65.0,0.1,0.84893568359375,0.88885728515625
500.0,1.0,66.0,0.1,0.8462791992187501,0.88713845703125
500.0,1.0,67.0,0.1,0.84487302734375,0.88588845703125
500.0,1.0,68.0,0.1,0.8416699414062501,0.88393537109375
500.0,1.0,69.0,0.1,0.84026376953125,0.88143537109375
500.0,1.0,70.0,0.1,0.83831068359375,0.87948228515625
500.0,1.0,71.0,0.1,0.8356541992187501,0.87776345703125
500.0,1.0,72.0,0.1,0.83424802734375,0.87651345703125
500.0,1.0,73.0,0.1,0.8322949414062499,0.87456037109375
500.0,1.0,74.0,0.1,0.82963876953125,0.87206037109375
500.0,1.0,75.0,0.1,0.82768568359375,0.87010728515625
500.0,1.0,76.0,0.1,0.8250291992187501,0.86838845703125
500.0,1.0,77.0,0.1,0.82362302734375,0.86713845703125
500.0,1.0,78.0,0.1,0.82166994140625,0.86518537109375
500.0,1.0,79.0,0.1,0.81901376953125,0.86268537109375
500.0,1.0,80.0,0.1,0.8170606835937501,0.86073228515625
500.0,1.0,81.0,0.1,0.8144041992187501,0.85901345703125
500.0,1.0,82.0,0.1,0.81299802734375,0.85776345703125
500.0,1.0,83.0,0.1,0.8110449414062499,0.8558103710937499
500.0,1.0,84.0,0.1,0.80838876953125,0.85331037109375
500.0,1.0,85.0,0.1,0.8064356835937501,0.85135728515625
500.0,1.0,86.0,0.1,0.80502919921875,0.84963845703125
500.0,1.0,87.0,0.1,0.80237302734375,0.84713845703125
500.0,1.0,88.0,0.1,0.8004199414062501,0.84643537109375
500.0,1.0,89.0,0.1,0.79776376953125,0.8439353710937499
500.0,1.0,90.0,0.1,0.7958106835937501,0.84198228515625
500.0,1.0,91.0,0.1,0.79440419921875,0.8402634570312499
500.0,1.0,92.0,0.1,0.79174802734375,0.83776345703125
500.0,1.0,93.0,0.1,0.78979494140625,0.8358103710937499
500.0,1.0,94.0,0.1,0.7871387695312501,0.8345603710937499
500.0,1.0,95.0,0.1,0.7851856835937501,0.8326072851562499
500.0,1.0,96.0,0.1,0.7837791992187501,0.8308884570312499
