N,d,k,beta,prob_low,prob_upp
10.0,1.0,0.0,0.05,0.741134589138031,1.0
10.0,1.0,1.0,0.05,0.60583570520401,0.9948831761741638
10.0,1.0,2.0,0.05,0.49309839700698865,0.9632294513511658
10.0,1.0,3.0,0.05,0.3933746682548521,0.9127353135490418
10.0,1.0,4.0,0.05,0.3035384370613098,0.8499714473915101
10.0,1.0,5.0,0.05,0.2224415025138854,0.7775584974861145
10.0,1.0,6.0,0.05,0.15002855260849002,0.6964615629386902
10.0,1.0,7.0,0.05,0.0872646864509582,0.6066253317451477
10.0,1.0,8.0,0.05,0.03677054864883411,0.4999990463447571
10.0,1.0,9.0,0.05,0.005116823825836336,0.39416429479599
10.0,1.0,10.0,0.05,0.0,0.2588673181724549
