N,d,k,beta,prob_low,prob_upp
50.0,1.0,0.0,0.05,0.9418446861839295,1.0
50.0,1.0,1.0,0.05,0.9086021717262268,0.9989743571662902
50.0,1.0,2.0,0.05,0.8793859897041321,0.9928461685752868
50.0,1.0,3.0,0.05,0.85216294713974,0.983448849811554
50.0,1.0,4.0,0.05,0.8262082660484315,0.9722128837394715
50.0,1.0,5.0,0.05,0.8011671866798401,0.9597638681983948
50.0,1.0,6.0,0.05,0.7768299048805237,0.9464279532814026
50.0,1.0,7.0,0.05,0.7530648162269593,0.9324034992790222
50.0,1.0,8.0,0.05,0.7297803698158265,0.9178144813728333
50.0,1.0,9.0,0.05,0.7069098097801209,0.9027524504661559
50.0,1.0,10.0,0.05,0.6844035460472107,0.8872784404945374
50.0,1.0,11.0,0.05,0.662225339717865,0.8714420415306091
50.0,1.0,12.0,0.05,0.6403446738243103,0.8552813997840881
50.0,1.0,13.0,0.05,0.6187367533302308,0.838825124912262
50.0,1.0,14.0,0.05,0.5973825051307677,0.8220961046409607
50.0,1.0,15.0,0.05,0.576266670742035,0.8051153193855286
50.0,1.0,16.0,0.05,0.5553758989906311,0.7878961203193664
50.0,1.0,17.0,0.05,0.5347006533241272,0.7704518586158753
50.0,1.0,18.0,0.05,0.514231397190094,0.7499940463447571
50.0,1.0,19.0,0.05,0.4939585940361023,0.7349301081275941
50.0,1.0,20.0,0.05,0.4738803365516663,0.7168697851371766
50.0,1.0,21.0,0.05,0.4539889954948424,0.6986149164772034
50.0,1.0,22.0,0.05,0.43428266355514533,0.6801750387001038
50.0,1.0,23.0,0.05,0.41475752611160277,0.6615482444953917
50.0,1.0,24.0,0.05,0.39541167585372927,0.642742163105011
50.0,1.0,25.0,0.05,0.3762451127815246,0.6237548872184754
50.0,1.0,26.0,0.05,0.357257836894989,0.6045883241462707
50.0,1.0,27.0,0.05,0.33845175550460826,0.5852424738883972
50.0,1.0,28.0,0.05,0.31982496129989624,0.5657173364448548
50.0,1.0,29.0,0.05,0.3013850835227969,0.5460110045051575
50.0,1.0,30.0,0.05,0.28313021486282364,0.5261196634483338
50.0,1.0,31.0,0.05,0.26506989187240615,0.4999990463447571
50.0,1.0,32.0,0.05,0.24720602186203022,0.48577051012039174
50.0,1.0,33.0,0.05,0.22954814138412472,0.4652993466758728
50.0,1.0,34.0,0.05,0.2121038796806337,0.44462410100936867
50.0,1.0,35.0,0.05,0.1948846806144714,0.42373332925796503
50.0,1.0,36.0,0.05,0.17790389535903928,0.40261749486923204
50.0,1.0,37.0,0.05,0.16117487508773798,0.3812632466697692
50.0,1.0,38.0,0.05,0.14471860021591199,0.3596553261756896
50.0,1.0,39.0,0.05,0.12855795846939078,0.3377746602821352
50.0,1.0,40.0,0.05,0.11272155950546259,0.31559645395278935
50.0,1.0,41.0,0.05,0.09724754953384385,0.29309019021987925
50.0,1.0,42.0,0.05,0.08218551862716683,0.25000404634475715
50.0,1.0,43.0,0.05,0.06759650072097778,0.2469351837730408
50.0,1.0,44.0,0.05,0.053572046718597166,0.22317009511947639
50.0,1.0,45.0,0.05,0.040236131801605124,0.19883281332015978
50.0,1.0,46.0,0.05,0.027787116260528433,0.17379173395156855
50.0,1.0,47.0,0.05,0.016551150188445996,0.12500654634475705
50.0,1.0,48.0,0.05,0.007153831424713042,0.12061401029586782
50.0,1.0,49.0,0.05,0.0010256428337096501,0.062507796344757
50.0,1.0,50.0,0.05,0.0,0.05815531381607042
