N,d,k,beta,prob_low,prob_upp
1000.0,1.0,0.0,0.1,0.9977002737617493,1.0
1000.0,1.0,1.0,0.1,0.9961152987480164,0.999893680820465
1000.0,1.0,2.0,0.1,0.9946867231941223,0.9994683505821228
1000.0,1.0,3.0,0.1,0.9933306254386902,0.9988980647468567
1000.0,1.0,4.0,0.1,0.9920222104454041,0.9982553011131287
1000.0,1.0,5.0,0.1,0.9907462197303772,0.9975648547172546
1000.0,1.0,6.0,0.1,0.9894912094306946,0.9968457986640931
1000.0,1.0,7.0,0.1,0.9882571795463562,0.9961019475746155
1000.0,1.0,8.0,0.1,0.9870384081459045,0.9953390233802796
1000.0,1.0,9.0,0.1,0.9858310806083679,0.9945608407020569
1000.0,1.0,10.0,0.1,0.9846351969337463,0.9937712141609192
1000.0,1.0,11.0,0.1,0.983448849811554,0.9929682364463807
1000.0,1.0,12.0,0.1,0.982270131931305,0.992165258731842
1000.0,1.0,13.0,0.1,0.9810990432929992,0.9913393932914734
1000.0,1.0,14.0,0.1,0.9799336765861512,0.9905135278511047
1000.0,1.0,15.0,0.1,0.9787740318107605,0.9896819404792786
1000.0,1.0,16.0,0.1,0.9776201089668274,0.9888427238655091
1000.0,1.0,17.0,0.1,0.9764719080543518,0.9879996926307678
1000.0,1.0,18.0,0.1,0.9753275217628479,0.9871509394645691
1000.0,1.0,19.0,0.1,0.9741869500923157,0.9862983716773986
1000.0,1.0,20.0,0.1,0.9730501930427551,0.9854419892692566
1000.0,1.0,21.0,0.1,0.9719172506141662,0.984364358844757
1000.0,1.0,22.0,0.1,0.970788122806549,0.9837292244529724
1000.0,1.0,23.0,0.1,0.9696609023094177,0.9828499543190002
1000.0,1.0,24.0,0.1,0.9685394037437439,0.9819802207374573
1000.0,1.0,25.0,0.1,0.9674159978675843,0.9811066725349427
1000.0,1.0,26.0,0.1,0.9662964066123962,0.9802312170219422
1000.0,1.0,27.0,0.1,0.9651806299781799,0.97935194688797
1000.0,1.0,28.0,0.1,0.9640667606544495,0.978470769443512
1000.0,1.0,29.0,0.1,0.9629547986412048,0.9775876846885682
1000.0,1.0,30.0,0.1,0.9618447439384461,0.9767026926231385
1000.0,1.0,31.0,0.1,0.960736596546173,0.9758157932472229
1000.0,1.0,32.0,0.1,0.9596322637748718,0.9749269865608216
1000.0,1.0,33.0,0.1,0.9585279310035706,0.9740343652534484
1000.0,1.0,34.0,0.1,0.9574235982322693,0.9731417439460754
1000.0,1.0,35.0,0.1,0.9563249873924256,0.9722472153282166
1000.0,1.0,36.0,0.1,0.9552244692420959,0.9713507793998718
1000.0,1.0,37.0,0.1,0.954127765712738,0.9704524361610413
1000.0,1.0,38.0,0.1,0.9530310621833801,0.9687396713447571
1000.0,1.0,39.0,0.1,0.9519362659645081,0.9686519350624084
1000.0,1.0,40.0,0.1,0.9508433770561218,0.9677535918235779
1000.0,1.0,41.0,0.1,0.9497523954582214,0.9668457120323182
1000.0,1.0,42.0,0.1,0.948661413860321,0.9659397395515442
1000.0,1.0,43.0,0.1,0.9475704322624207,0.9650337670707703
1000.0,1.0,44.0,0.1,0.946483265285492,0.9641258872795105
1000.0,1.0,45.0,0.1,0.9453960983085632,0.9632180074882507
1000.0,1.0,46.0,0.1,0.9443089313316345,0.9623082203865051
1000.0,1.0,47.0,0.1,0.9432236716651916,0.9613965259742737
1000.0,1.0,48.0,0.1,0.9421403193092346,0.9604848315620422
1000.0,1.0,49.0,0.1,0.9410569669532776,0.959571229839325
1000.0,1.0,50.0,0.1,0.9399755219078064,0.9586576281166077
1000.0,1.0,51.0,0.1,0.9388940768623352,0.9577421190834046
1000.0,1.0,52.0,0.1,0.9378145391273498,0.9568247027397155
1000.0,1.0,53.0,0.1,0.9367350013923645,0.9559091937065125
1000.0,1.0,54.0,0.1,0.9356611855888366,0.9549898700523376
1000.0,1.0,55.0,0.1,0.9345797405433655,0.9540724537086487
1000.0,1.0,56.0,0.1,0.933502110118866,0.9531531300544739
1000.0,1.0,57.0,0.1,0.9324263870048523,0.9522318990898132
1000.0,1.0,58.0,0.1,0.9313506638908386,0.9513106681251525
1000.0,1.0,59.0,0.1,0.9302768480873108,0.950389437160492
1000.0,1.0,60.0,0.1,0.9292049395942688,0.9494662988853455
1000.0,1.0,61.0,0.1,0.9281311237907409,0.9485412532997132
1000.0,1.0,62.0,0.1,0.927059215297699,0.9476181150245666
1000.0,1.0,63.0,0.1,0.9259892141151428,0.9466930694389343
1000.0,1.0,64.0,0.1,0.9249173056221008,0.9457661165428162
1000.0,1.0,65.0,0.1,0.9238473044395447,0.944839163646698
1000.0,1.0,66.0,0.1,0.9227792105674744,0.9439122107505798
