N,d,k,beta,prob_low,prob_upp
10.0,1.0,0.0,0.1,0.7943275712776184,1.0
10.0,1.0,1.0,0.1,0.6631522926139832,0.9895198190879821
10.0,1.0,2.0,0.1,0.5503959113121033,0.9454723907279968
10.0,1.0,3.0,0.1,0.44826897134780874,0.884175246334076
10.0,1.0,4.0,0.1,0.3542156766700746,0.8124374843406678
10.0,1.0,5.0,0.1,0.26731861093521125,0.732681389064789
10.0,1.0,6.0,0.1,0.18756251565933235,0.6457843233299254
10.0,1.0,7.0,0.1,0.11582475366592404,0.4999990463447571
10.0,1.0,8.0,0.1,0.054527609272003064,0.4496040886878966
10.0,1.0,9.0,0.1,0.010480180912017856,0.25000404634475715
10.0,1.0,10.0,0.1,0.0,0.20567242872238167
