N,d,k,beta,prob_low,prob_upp
250.0,1.0,0.0,0.01,0.9817475288581848,1.0
250.0,1.0,1.0,0.01,0.9737444540596009,0.9999604366874695
250.0,1.0,2.0,0.01,0.9668037512016296,0.9994054093360901
250.0,1.0,3.0,0.01,0.9603818367958069,0.9982495791816711
250.0,1.0,4.0,0.01,0.9542822578620911,0.9966932138252258
250.0,1.0,5.0,0.01,0.948411556186676,0.9948545665168762
250.0,1.0,6.0,0.01,0.9427106051445008,0.9928118369865417
250.0,1.0,7.0,0.01,0.9371469804573059,0.9906088933753967
250.0,1.0,8.0,0.01,0.931692072467804,0.9882800672721863
250.0,1.0,9.0,0.01,0.9263306226921082,0.985842524471283
250.0,1.0,10.0,0.01,0.9210492799568176,0.9833153380775451
250.0,1.0,11.0,0.01,0.9158366003990174,0.9807118592643738
250.0,1.0,12.0,0.01,0.9106868620872497,0.9780397172737122
250.0,1.0,13.0,0.01,0.9055886211585998,0.9753103559684754
250.0,1.0,14.0,0.01,0.9005418776130676,0.9725256826591492
250.0,1.0,15.0,0.01,0.8955370948982239,0.969693326587677
250.0,1.0,16.0,0.01,0.8905742730140687,0.9668171023750305
250.0,1.0,17.0,0.01,0.8856476900291443,0.9639008246421814
250.0,1.0,18.0,0.01,0.8807554386329651,0.9609502153205871
250.0,1.0,19.0,0.01,0.8758937042045594,0.9579633670997619
250.0,1.0,20.0,0.01,0.8710643940544128,0.9549460019111633
250.0,1.0,21.0,0.01,0.8662598789405823,0.9519000270652771
250.0,1.0,22.0,0.01,0.8614839734840394,0.9488273498725891
250.0,1.0,23.0,0.01,0.8567309557533265,0.9457260630226135
250.0,1.0,24.0,0.01,0.8520008257484436,0.9426018884468079
250.0,1.0,25.0,0.01,0.847291676158905,0.9394567334556579
250.0,1.0,26.0,0.01,0.8426054142951965,0.9362867834281922
250.0,1.0,27.0,0.01,0.8379363182258607,0.9330996676063538
250.0,1.0,28.0,0.01,0.833288202571869,0.9298896640586853
250.0,1.0,29.0,0.01,0.828655345401764,0.9266644020271301
