N,d,k,beta,prob_low,prob_upp
500.0,1.0,0.0,0.01,0.99083204870224,1.0
500.0,1.0,1.0,0.01,0.9867980870246887,0.9999795097923279
500.0,1.0,2.0,0.01,0.9832962649726867,0.9997029497718811
500.0,1.0,3.0,0.01,0.9800500225257873,0.9991269420051575
500.0,1.0,4.0,0.01,0.9769659014701844,0.9983487593269348
500.0,1.0,5.0,0.01,0.9739943117332458,0.9974351576042175
500.0,1.0,6.0,0.01,0.9711066436576843,0.9964166538047791
500.0,1.0,7.0,0.01,0.968287638759613,0.995321857585907
500.0,1.0,8.0,0.01,0.9655220385551453,0.9941641201210022
500.0,1.0,9.0,0.01,0.9628003064918518,0.9929529779624939
500.0,1.0,10.0,0.01,0.960118627948761,0.9916998749732971
500.0,1.0,11.0,0.01,0.9574712809944153,0.9904067184638977
500.0,1.0,12.0,0.01,0.9548506363868713,0.9890830449867248
500.0,1.0,13.0,0.01,0.952258601436615,0.9877288545417786
500.0,1.0,14.0,0.01,0.9496894542121888,0.9863498690605164
500.0,1.0,15.0,0.01,0.9471412874031067,0.9849479958534241
500.0,1.0,16.0,0.01,0.9446141010093689,0.9835251422309875
500.0,1.0,17.0,0.01,0.9421021730995178,0.9820832155036926
500.0,1.0,18.0,0.01,0.9396074109840393,0.9806241229820252
500.0,1.0,19.0,0.01,0.9371298146629333,0.9791478646659851
500.0,1.0,20.0,0.01,0.9346617548942566,0.9776582551765441
500.0,1.0,21.0,0.01,0.9322089536094665,0.9761533872032165
500.0,1.0,22.0,0.01,0.9297675961875915,0.9746370753669739
500.0,1.0,23.0,0.01,0.9273395899391175,0.9731074123573303
500.0,1.0,24.0,0.01,0.9249211202430725,0.9715682127952576
500.0,1.0,25.0,0.01,0.9225121870994568,0.970015662059784
500.0,1.0,26.0,0.01,0.9201127905082702,0.9685813645744323
500.0,1.0,27.0,0.01,0.9177229304695129,0.9668857655525207
500.0,1.0,28.0,0.01,0.9153406996726989,0.9653046051597596
500.0,1.0,29.0,0.01,0.9129680054283142,0.9637177228355408
500.0,1.0,30.0,0.01,0.9106029404258729,0.9621213039588928
500.0,1.0,31.0,0.01,0.9082435973548889,0.9605191631507873
500.0,1.0,32.0,0.01,0.9058937908363343,0.9589055784797669
500.0,1.0,33.0,0.01,0.903549706249237,0.9572881791877746
500.0,1.0,34.0,0.01,0.9012132509040832,0.9556631506538391
500.0,1.0,35.0,0.01,0.8988806101799012,0.954032400188446
500.0,1.0,36.0,0.01,0.8965555986976623,0.9523940204811097
500.0,1.0,37.0,0.01,0.8942363091468811,0.9507499188423156
500.0,1.0,38.0,0.01,0.8919227415275574,0.9491020025825501
500.0,1.0,39.0,0.01,0.8896148958396911,0.9474445497703552
500.0,1.0,40.0,0.01,0.8873108647727966,0.9457851896476746
500.0,1.0,41.0,0.01,0.8850125556373596,0.9441201075935364
500.0,1.0,42.0,0.01,0.8827199684333802,0.9424493036079407
500.0,1.0,43.0,0.01,0.8804311958503723,0.9407727776908874
500.0,1.0,44.0,0.01,0.8781462378883362,0.9390943444633484
500.0,1.0,45.0,0.01,0.8758670018577576,0.9374101893043518
500.0,1.0,46.0,0.01,0.8735934877586364,0.9357203122138977
500.0,1.0,47.0,0.01,0.8713218809700012,0.9340247131919861
500.0,1.0,48.0,0.01,0.8690540888023377,0.9323272068595886
500.0,1.0,49.0,0.01,0.8667901112556458,0.9306258859062195
500.0,1.0,50.0,0.01,0.8645318556404115,0.9289207503318786
500.0,1.0,51.0,0.01,0.8622755073356628,0.9272098928260804
500.0,1.0,52.0,0.01,0.8600248809623718,0.9254971280097961
500.0,1.0,53.0,0.01,0.8577761618995667,0.9237805485725403
500.0,1.0,54.0,0.01,0.8555312574577332,0.9220601545143128
500.0,1.0,55.0,0.01,0.8532901676368714,0.9203359458351135
500.0,1.0,56.0,0.01,0.8510509851264954,0.9186079225349426
500.0,1.0,57.0,0.01,0.8488156172370911,0.9168779919242859
500.0,1.0,58.0,0.01,0.8465859712791444,0.9151442466926575
500.0,1.0,59.0,0.01,0.8443563253211975,0.9134066868400574
500.0,1.0,60.0,0.01,0.8421304939842225,0.9116672196769714
500.0,1.0,61.0,0.01,0.839908477268219,0.9099239378929138
500.0,1.0,62.0,0.01,0.8376883678627014,0.9081768414878846
500.0,1.0,63.0,0.01,0.8354720730781555,0.9064278377723693
500.0,1.0,64.0,0.01,0.8332576856040955,0.9046769267463685
500.0,1.0,65.0,0.01,0.8310471127510071,0.9029222010993958
500.0,1.0,66.0,0.01,0.8288384472084045,0.9011636608314514
500.0,1.0,67.0,0.01,0.8266316889762879,0.8994051205635071
500.0,1.0,68.0,0.01,0.8244287453651429,0.8976408583641052
500.0,1.0,69.0,0.01,0.8222277090644836,0.8958765961647034
500.0,1.0,70.0,0.01,0.8200285800743103,0.8941085193443299
500.0,1.0,71.0,0.01,0.8178332657051087,0.8923385352134705
500.0,1.0,72.0,0.01,0.8156398586463929,0.8905647364616394
500.0,1.0,73.0,0.01,0.8134483588981628,0.8887909377098083
500.0,1.0,74.0,0.01,0.8112587664604187,0.8870133243370056
500.0,1.0,75.0,0.01,0.8090729886436463,0.8852338036537171
500.0,1.0,76.0,0.01,0.8068872108268738,0.8834523756599426
500.0,1.0,77.0,0.01,0.804705247631073,0.8816671330451966
500.0,1.0,78.0,0.01,0.8025251917457581,0.8798799831199646
500.0,1.0,79.0,0.01,0.800347043170929,0.8780928331947326
500.0,1.0,80.0,0.01,0.7981727092170715,0.8749915463447571
500.0,1.0,81.0,0.01,0.7959983752632142,0.8745967330741882
500.0,1.0,82.0,0.01,0.7938259486198426,0.872765715007782
500.0,1.0,83.0,0.01,0.7916573365974426,0.8709346969413757
500.0,1.0,84.0,0.01,0.7894887245750427,0.8691170300483704
500.0,1.0,85.0,0.01,0.7873239271736145,0.8673165289497375
500.0,1.0,86.0,0.01,0.7851591297721863,0.8655141205406189
