N,d,k,beta,prob_low,prob_upp
250.0,1.0,126.0,0.05,0.4422323336601256,0.5498389766502381
250.0,1.0,127.0,0.05,0.43827275709152214,0.5458698635292054
250.0,1.0,128.0,0.05,0.4343169951438903,0.541896935787201
250.0,1.0,129.0,0.05,0.4303631405067445,0.5379221007347108
250.0,1.0,130.0,0.05,0.426415007801056,0.5339434510612489
250.0,1.0,131.0,0.05,0.42246878240585317,0.5299590794563294
250.0,1.0,132.0,0.05,0.4185263716316222,0.5259747078514101
250.0,1.0,133.0,0.05,0.4145858681678771,0.5220342043876648
250.0,1.0,134.0,0.05,0.4106491793251037,0.517994520778656
250.0,1.0,135.0,0.05,0.4067163051033019,0.5139987053108216
250.0,1.0,136.0,0.05,0.4027872455024719,0.5100295921897888
250.0,1.0,137.0,0.05,0.39886200052261356,0.5059956305122375
250.0,1.0,138.0,0.05,0.394938662853241,0.4999990463447571
250.0,1.0,139.0,0.05,0.39101913980484015,0.4979944630241395
250.0,1.0,140.0,0.05,0.3871034313774109,0.4939681305885315
250.0,1.0,141.0,0.05,0.3831896302604676,0.4900219051933289
250.0,1.0,142.0,0.05,0.37927964376449586,0.4859326315116882
250.0,1.0,143.0,0.05,0.37537537919998165,0.48191011369705195
250.0,1.0,144.0,0.05,0.3714730219459532,0.4779295567131042
250.0,1.0,145.0,0.05,0.3675725720024108,0.4738536342048646
250.0,1.0,146.0,0.05,0.3636778439903259,0.46982157983779915
250.0,1.0,147.0,0.05,0.35978502328872675,0.46578571084976206
250.0,1.0,148.0,0.05,0.3558960172080994,0.4617460272407532
250.0,1.0,149.0,0.05,0.35201082574844367,0.4577025290107729
250.0,1.0,150.0,0.05,0.3481294489097596,0.4536552161598204
250.0,1.0,151.0,0.05,0.3442518866920472,0.44960599599838247
250.0,1.0,152.0,0.05,0.34037813909530656,0.445551053905487
250.0,1.0,153.0,0.05,0.3365062988090517,0.44149420450210575
250.0,1.0,154.0,0.05,0.3326382731437686,0.4374335404777526
250.0,1.0,155.0,0.05,0.3287740620994568,0.43336906183242796
250.0,1.0,156.0,0.05,0.3249136656761171,0.42930076856613164
250.0,1.0,157.0,0.05,0.32105708387374887,0.42522866067886356
250.0,1.0,158.0,0.05,0.3172043166923523,0.4211527381706238
250.0,1.0,159.0,0.05,0.31335536413192755,0.4170749083518981
250.0,1.0,160.0,0.05,0.3095102261924745,0.4129932639122007
250.0,1.0,161.0,0.05,0.3056669955635073,0.4089058975410461
250.0,1.0,162.0,0.05,0.30182948686599753,0.40481471654891954
250.0,1.0,163.0,0.05,0.2979957927894593,0.4007216282463074
250.0,1.0,164.0,0.05,0.29416591333389297,0.3966247253227233
250.0,1.0,165.0,0.05,0.2903379411888123,0.392522100467682
250.0,1.0,166.0,0.05,0.28651569097518925,0.38841756830215457
250.0,1.0,167.0,0.05,0.282697255382538,0.38430731420516984
250.0,1.0,168.0,0.05,0.27888263441085837,0.380195152797699
250.0,1.0,169.0,0.05,0.2750718280601502,0.37500154634475713
250.0,1.0,170.0,0.05,0.271264836330414,0.3719555714988707
250.0,1.0,171.0,0.05,0.2674616592216491,0.36783196622848513
250.0,1.0,172.0,0.05,0.2636642040443421,0.363700731716156
250.0,1.0,173.0,0.05,0.25986865617752064,0.35956758989334114
250.0,1.0,174.0,0.05,0.2560826448631286,0.3554306334495545
250.0,1.0,175.0,0.05,0.252292818927765,0.35128795507431043
250.0,1.0,176.0,0.05,0.2485106222343444,0.34714336938858037
250.0,1.0,177.0,0.05,0.24473414747238165,0.342993061771393
250.0,1.0,178.0,0.05,0.24096148733139033,0.33883703222274786
250.0,1.0,179.0,0.05,0.23719264181137079,0.3346790953636172
250.0,1.0,180.0,0.05,0.233429518222809,0.3305154365730286
250.0,1.0,181.0,0.05,0.22967020925521853,0.32634605585098286
250.0,1.0,182.0,0.05,0.2259147149085997,0.32217286050796523
250.0,1.0,183.0,0.05,0.22216494249343866,0.31799585054397594
250.0,1.0,184.0,0.05,0.21842089200973513,0.313815025959015
250.0,1.0,185.0,0.05,0.21468065614700316,0.30962657213211076
250.0,1.0,186.0,0.05,0.21094614221572883,0.3054362109947206
250.0,1.0,187.0,0.05,0.20721544290542626,0.3012382206153872
250.0,1.0,188.0,0.05,0.2034885582160949,0.29703832292556764
250.0,1.0,189.0,0.05,0.1997693027687073,0.2928307959938048
250.0,1.0,190.0,0.05,0.19605386194229124,0.28861754713058474
250.0,1.0,191.0,0.05,0.1923460503578186,0.2844023909568787
250.0,1.0,192.0,0.05,0.18864205339431772,0.2801796055412292
250.0,1.0,193.0,0.05,0.1849418710517884,0.27595109819412234
250.0,1.0,194.0,0.05,0.18124931795120258,0.271716868915558
250.0,1.0,195.0,0.05,0.17756248678207398,0.2674788250160217
250.0,1.0,196.0,0.05,0.17388137754440303,0.2632331518745423
250.0,1.0,197.0,0.05,0.1702059902381896,0.25898366411209117
250.0,1.0,198.0,0.05,0.16653632486343373,0.2547265471076965
250.0,1.0,199.0,0.05,0.16287428873062115,0.25000404634475715
250.0,1.0,200.0,0.05,0.15921606721878045,0.24619514730453496
250.0,1.0,201.0,0.05,0.15556738225936872,0.2419189571952821
250.0,1.0,202.0,0.05,0.15192251192092898,0.2376370451545715
250.0,1.0,203.0,0.05,0.14828527082443232,0.2333494111824036
250.0,1.0,204.0,0.05,0.1446556589698793,0.22905414796829215
250.0,1.0,205.0,0.05,0.14103367635726904,0.2247512555122375
250.0,1.0,206.0,0.05,0.13741932298660275,0.22044264112472534
250.0,1.0,207.0,0.05,0.13381069154739378,0.21612639749526985
250.0,1.0,208.0,0.05,0.1302096893501281,0.21180061731338506
250.0,1.0,209.0,0.05,0.12661822370529163,0.20746911520004274
250.0,1.0,210.0,0.05,0.12303438730239868,0.2031299838447571
250.0,1.0,211.0,0.05,0.11945818014144893,0.19878131593704218
250.0,1.0,212.0,0.05,0.11589341684341425,0.19442501878738394
250.0,1.0,213.0,0.05,0.11233437547683711,0.19005918508529662
250.0,1.0,214.0,0.05,0.10878677797317504,0.18568381483078
250.0,1.0,215.0,0.05,0.10524680971145617,0.18130081533432008
250.0,1.0,216.0,0.05,0.10171828531265259,0.17690827928543107
250.0,1.0,217.0,0.05,0.09820120477676386,0.17250429937362666
250.0,1.0,218.0,0.05,0.09469366079330443,0.16809078290939328
250.0,1.0,219.0,0.05,0.09119565336227409,0.16366582258224482
250.0,1.0,220.0,0.05,0.0877109971046448,0.1592294183921813
250.0,1.0,221.0,0.05,0.08423969202041626,0.1547815703392028
250.0,1.0,222.0,0.05,0.08077983079910278,0.15032227842330936
250.0,1.0,223.0,0.05,0.07733332075119026,0.14584963533401496
250.0,1.0,224.0,0.05,0.07390016187667836,0.1413636410713195
250.0,1.0,225.0,0.05,0.07048226148605341,0.1368642956352233
250.0,1.0,226.0,0.05,0.06707961957931519,0.13234969171524036
250.0,1.0,227.0,0.05,0.06369414346694957,0.12500654634475705
250.0,1.0,228.0,0.05,0.06032583314895623,0.12327280111312855
250.0,1.0,229.0,0.05,0.056976595935821495,0.11870860712051401
250.0,1.0,230.0,0.05,0.05364643182754503,0.11412724733352664
250.0,1.0,231.0,0.05,0.05033724813461293,0.109524907131195
250.0,1.0,232.0,0.05,0.04705095216751087,0.104901586513519
250.0,1.0,233.0,0.05,0.04378754392623874,0.10025537817001329
250.0,1.0,234.0,0.05,0.040552745342254504,0.09558437479019166
250.0,1.0,235.0,0.05,0.03734464910507185,0.09088666906356813
250.0,1.0,236.0,0.05,0.034168977146148416,0.0861622609901429
250.0,1.0,237.0,0.05,0.031027636775970313,0.08140352132797224
250.0,1.0,238.0,0.05,0.027926349925994853,0.07661235738754257
250.0,1.0,239.0,0.05,0.02486893121719358,0.0717792326164245
250.0,1.0,240.0,0.05,0.021859195270538256,0.062507796344757
250.0,1.0,241.0,0.05,0.018906678638458074,0.06197947134017934
250.0,1.0,242.0,0.05,0.016020917873382556,0.056995669040679875
250.0,1.0,243.0,0.05,0.013213356838226442,0.051947018184661964
250.0,1.0,244.0,0.05,0.010503068637847779,0.046818260288238545
250.0,1.0,245.0,0.05,0.00791484830856326,0.04159032224655124
250.0,1.0,246.0,0.05,0.005483027439117549,0.03125842134475698
250.0,1.0,247.0,0.05,0.0032781765174865196,0.030720559787750013
250.0,1.0,248.0,0.05,0.0014242707252500875,0.024968111362457357
250.0,1.0,249.0,0.05,0.0002054993247985193,0.01563373384475708
250.0,1.0,250.0,0.05,0.0,0.011910663776397823
