N,d,k,beta,prob_low,prob_upp
100.0,1.0,0.0,0.3,0.9880321169090271,1.0
100.0,1.0,1.0,0.3,0.9757833689689637,0.9964395415306091
100.0,1.0,2.0,0.3,0.9641354238319397,0.9890315476036071
100.0,1.0,3.0,0.3,0.9527964629936219,0.980853000240326
100.0,1.0,4.0,0.3,0.9416539551353454,0.9687396713447571
100.0,1.0,5.0,0.3,0.9306487736320496,0.963595654964447
100.0,1.0,6.0,0.3,0.9197484942054749,0.9547171246528625
100.0,1.0,7.0,0.3,0.9089321364402771,0.9374902963447571
100.0,1.0,8.0,0.3,0.8981863491630554,0.9366529870414734
100.0,1.0,9.0,0.3,0.8874977812004089,0.9275074332618714
100.0,1.0,10.0,0.3,0.8768607106208801,0.9183027528572083
100.0,1.0,11.0,0.3,0.8662694154930115,0.9090446677589417
100.0,1.0,12.0,0.3,0.8557143592643738,0.8997446218299865
100.0,1.0,13.0,0.3,0.8451974492454529,0.890402615070343
100.0,1.0,14.0,0.3,0.8347110561943054,0.8749915463447571
100.0,1.0,15.0,0.3,0.8242551801109315,0.8716156067848206
100.0,1.0,16.0,0.3,0.8138260063743592,0.862178234500885
100.0,1.0,17.0,0.3,0.8034216276741027,0.8527122525596619
100.0,1.0,18.0,0.3,0.7930401366996765,0.843219568271637
100.0,1.0,19.0,0.3,0.7826834407615662,0.833703996257782
100.0,1.0,20.0,0.3,0.7723439106178285,0.824165536518097
100.0,1.0,21.0,0.3,0.7620272681999206,0.8124927963447571
100.0,1.0,22.0,0.3,0.7517277915763855,0.8050294904136658
100.0,1.0,23.0,0.3,0.7414454807472228,0.7954319040489197
100.0,1.0,24.0,0.3,0.7311822430229188,0.7858171518898011
100.0,1.0,25.0,0.3,0.7209323564720154,0.7761852339363098
100.0,1.0,26.0,0.3,0.7106996357154847,0.7665380574989319
100.0,1.0,27.0,0.3,0.7004821734428406,0.7499940463447571
100.0,1.0,28.0,0.3,0.6902799696540832,0.7471941145515442
100.0,1.0,29.0,0.3,0.6800911170387267,0.7375011626625061
100.0,1.0,30.0,0.3,0.6699156155967713,0.7277929522895814
100.0,1.0,31.0,0.3,0.6597534653282165,0.7180713907432557
100.0,1.0,32.0,0.3,0.6496046662330628,0.7083364780235291
100.0,1.0,33.0,0.3,0.6394692183113099,0.6985901214408875
100.0,1.0,34.0,0.3,0.6293452142524719,0.6874952963447571
100.0,1.0,35.0,0.3,0.6192326540565491,0.6790554474449159
100.0,1.0,36.0,0.3,0.6091334450340271,0.6692709446525574
100.0,1.0,37.0,0.3,0.5990437725639342,0.6594749979972839
100.0,1.0,38.0,0.3,0.5889674512672425,0.6496657001686097
100.0,1.0,39.0,0.3,0.5789006665229798,0.639846865787506
100.0,1.0,40.0,0.3,0.5688472329521179,0.6249965463447571
100.0,1.0,41.0,0.3,0.5588033359336853,0.6201729581260681
100.0,1.0,42.0,0.3,0.5487708827781677,0.6103197921562195
100.0,1.0,43.0,0.3,0.5387479661750794,0.6004551823234557
100.0,1.0,44.0,0.3,0.5287384007453918,0.5905810359382629
100.0,1.0,45.0,0.3,0.5187364645576477,0.580695445690155
100.0,1.0,46.0,0.3,0.5087516941642761,0.562497796344757
100.0,1.0,47.0,0.3,0.4987669237709045,0.56089184091568
100.0,1.0,48.0,0.3,0.4887974118614198,0.5509757336997986
100.0,1.0,49.0,0.3,0.4788412511253357,0.5410481826210023
100.0,1.0,50.0,0.3,0.4688908123207093,0.5311091876792908
100.0,1.0,51.0,0.3,0.45895181737899793,0.5211644708061217
100.0,1.0,52.0,0.3,0.4490242663002012,0.5112083100700379
100.0,1.0,53.0,0.3,0.43910815908432,0.4999990463447571
100.0,1.0,54.0,0.3,0.42920158842086786,0.49125784238815307
100.0,1.0,55.0,0.3,0.4193045543098448,0.4812635354423521
100.0,1.0,56.0,0.3,0.40941896406173695,0.4712615992546081
100.0,1.0,57.0,0.3,0.39954481767654426,0.46125203382492064
100.0,1.0,58.0,0.3,0.38968020784378055,0.45122911722183234
100.0,1.0,59.0,0.3,0.379827041873932,0.43750029634475707
100.0,1.0,60.0,0.3,0.3699853197669981,0.4311527670478822
100.0,1.0,61.0,0.3,0.36015313421249384,0.42109933347702033
100.0,1.0,62.0,0.3,0.3503342998313903,0.4110325487327575
100.0,1.0,63.0,0.3,0.3405250020027163,0.4009562274360656
100.0,1.0,64.0,0.3,0.3307290553474428,0.3908665549659729
100.0,1.0,65.0,0.3,0.32094455255508436,0.37500154634475713
100.0,1.0,66.0,0.3,0.3111714936256409,0.37065478574752797
100.0,1.0,67.0,0.3,0.30140987855911283,0.36053078168869035
100.0,1.0,68.0,0.3,0.29166352197647094,0.3503953337669372
100.0,1.0,69.0,0.3,0.28192860925674457,0.34024653467178356
100.0,1.0,70.0,0.3,0.2722070477104187,0.33008438440322885
100.0,1.0,71.0,0.3,0.2624988373374938,0.3125027963447572
100.0,1.0,72.0,0.3,0.2528058854484557,0.309720030345917
100.0,1.0,73.0,0.3,0.24312628473281872,0.29951782655715964
100.0,1.0,74.0,0.3,0.23346194250106822,0.28930036428451533
100.0,1.0,75.0,0.3,0.22381476606369033,0.27906764352798463
100.0,1.0,76.0,0.3,0.21418284811019883,0.26881775697708143
100.0,1.0,77.0,0.3,0.20456809595108028,0.25000404634475715
100.0,1.0,78.0,0.3,0.19497050958633422,0.24827220842361453
100.0,1.0,79.0,0.3,0.18539199632644654,0.2379727318000795
100.0,1.0,80.0,0.3,0.17583446348190312,0.22765608938217174
100.0,1.0,81.0,0.3,0.16629600374221798,0.21731655923843385
100.0,1.0,82.0,0.3,0.15678043172836298,0.20695986330032357
100.0,1.0,83.0,0.3,0.147287747440338,0.1875052963447571
100.0,1.0,84.0,0.3,0.13782176549911496,0.1861739936256408
100.0,1.0,85.0,0.3,0.12838439321517936,0.17574481988906865
100.0,1.0,86.0,0.3,0.11897372327804567,0.1652889438056946
100.0,1.0,87.0,0.3,0.10959738492965687,0.15480255075454696
100.0,1.0,88.0,0.3,0.10025537817001329,0.14428564073562622
100.0,1.0,89.0,0.3,0.09095533224105834,0.12500654634475705
100.0,1.0,90.0,0.3,0.0816972471427918,0.12313928937911978
100.0,1.0,91.0,0.3,0.07249256673812843,0.1125022187995911
100.0,1.0,92.0,0.3,0.06334701295852652,0.09375717134475703
100.0,1.0,93.0,0.3,0.05427202966690059,0.09106786355972285
100.0,1.0,94.0,0.3,0.045282875347137264,0.08025150579452511
100.0,1.0,95.0,0.3,0.0364043450355529,0.062507796344757
100.0,1.0,96.0,0.3,0.027670770320892157,0.058346044864654445
100.0,1.0,97.0,0.3,0.019146999759674044,0.04720353700637814
100.0,1.0,98.0,0.3,0.01096845239639288,0.03125842134475698
100.0,1.0,99.0,0.3,0.0035604584693909036,0.01563373384475708
100.0,1.0,100.0,0.3,0.0,0.011967883090972853
