N,d,k,beta,prob_low,prob_upp
50.0,1.0,0.0,0.01,0.9120105355644226,1.0
50.0,1.0,1.0,0.01,0.8744765725135804,0.9998002226066589
50.0,1.0,2.0,0.01,0.8422964299964905,0.9970041054344178
50.0,1.0,3.0,0.01,0.8127903367805481,0.9911391256904603
50.0,1.0,4.0,0.01,0.7850008230018616,0.983162753238678
50.0,1.0,5.0,0.01,0.7584472464179993,0.9736910493659973
50.0,1.0,6.0,0.01,0.7328549543190004,0.963082588443756
50.0,1.0,7.0,0.01,0.7080427522087097,0.9515738769721984
50.0,1.0,8.0,0.01,0.6838866649055482,0.9393213144111633
50.0,1.0,9.0,0.01,0.6602989561271667,0.9264336174583435
50.0,1.0,10.0,0.01,0.6372128700065613,0.9129966150856018
50.0,1.0,11.0,0.01,0.6145750018501281,0.8990694339179992
50.0,1.0,12.0,0.01,0.5923452981376648,0.884699756717682
50.0,1.0,13.0,0.01,0.5704932419013977,0.869990578250885
50.0,1.0,14.0,0.01,0.5489883161735535,0.8547893136787414
50.0,1.0,15.0,0.01,0.5278133551597596,0.839301952533722
50.0,1.0,16.0,0.01,0.5069492857551575,0.8234903486061096
50.0,1.0,17.0,0.01,0.4863789421653748,0.8073716676902771
50.0,1.0,18.0,0.01,0.46609278783798214,0.7909592609596252
50.0,1.0,19.0,0.01,0.44607937891006455,0.7742626649665832
50.0,1.0,20.0,0.01,0.42633299345016484,0.7572971381950379
50.0,1.0,21.0,0.01,0.40684409490585327,0.7400645879554749
50.0,1.0,22.0,0.01,0.3876107759666443,0.7225745508003235
50.0,1.0,23.0,0.01,0.3686292220115661,0.7048308413505554
50.0,1.0,24.0,0.01,0.34989371110916145,0.6868372742271424
50.0,1.0,25.0,0.01,0.33140424325942996,0.66859575674057
50.0,1.0,26.0,0.01,0.31316272577285786,0.6501062888908387
50.0,1.0,27.0,0.01,0.2951691586494447,0.6313707779884339
50.0,1.0,28.0,0.01,0.2774254491996766,0.6123892240333557
50.0,1.0,29.0,0.01,0.2599354120445251,0.5931559050941466
50.0,1.0,30.0,0.01,0.24270286180496226,0.5736670065498352
50.0,1.0,31.0,0.01,0.22573733503341675,0.5539206210899352
50.0,1.0,32.0,0.01,0.2090407390403748,0.5339072121620179
50.0,1.0,33.0,0.01,0.19262833230972287,0.4999990463447571
50.0,1.0,34.0,0.01,0.1765096513938904,0.4931842259788515
50.0,1.0,35.0,0.01,0.16069804746627803,0.4721866448402404
50.0,1.0,36.0,0.01,0.14521068632125866,0.4510116838264464
50.0,1.0,37.0,0.01,0.1300723629951478,0.42950675809860217
50.0,1.0,38.0,0.01,0.11530024328231803,0.4076547018623352
50.0,1.0,39.0,0.01,0.10093056608200046,0.38542499814987186
50.0,1.0,40.0,0.01,0.0870033849143983,0.36278712999343865
50.0,1.0,41.0,0.01,0.07356638254165615,0.3397010438728333
50.0,1.0,42.0,0.01,0.06067868558883649,0.31611333509445205
50.0,1.0,43.0,0.01,0.04842612302780136,0.2919572477912902
50.0,1.0,44.0,0.01,0.03691741155624373,0.25000404634475715
50.0,1.0,45.0,0.01,0.026308950634002515,0.24155275358200068
50.0,1.0,46.0,0.01,0.016837246761322033,0.21499917699813853
50.0,1.0,47.0,0.01,0.008860874309539857,0.18720966321945198
50.0,1.0,48.0,0.01,0.0029958945655823577,0.15770357000350954
50.0,1.0,49.0,0.01,0.000199777393340983,0.12500654634475705
50.0,1.0,50.0,0.01,0.0,0.08798946443557731
