N,d,k,beta,prob_low,prob_upp
10.0,1.0,0.0,0.9452381184,0.9943834608268738,1.0
10.0,1.0,1.0,0.9452381184,0.9613202335548401,0.7479074486732483
10.0,1.0,2.0,0.9452381184,0.9095234026908874,0.6129576025581359
10.0,1.0,3.0,0.9452381184,0.8456418525886535,0.4999990463447571
10.0,1.0,4.0,0.9452381184,0.772288598613739,0.40000066488265995
10.0,1.0,5.0,0.9452381184,0.690426832561493,0.30957316743850727
10.0,1.0,6.0,0.9452381184,0.59999933511734,0.22771140138626111
10.0,1.0,7.0,0.9452381184,0.4999055881309509,0.15435814741134635
10.0,1.0,8.0,0.9452381184,0.387042397441864,0.09047659730911262
10.0,1.0,9.0,0.9452381184,0.25209445863723756,0.03867976644515969
10.0,1.0,10.0,0.9452381184,0.0,0.0056165391731262115
