N,d,k,beta,prob_low,prob_upp
10.0,1.0,0.0,0.8337613824,0.9819840353584289,1.0
10.0,1.0,1.0,0.8337613824,0.9259300874900818,0.7499940463447571
10.0,1.0,2.0,0.8337613824,0.8552966582679749,0.7104287976264955
10.0,1.0,3.0,0.8337613824,0.7762863213920593,0.4999990463447571
10.0,1.0,4.0,0.8337613824,0.6909418063926697,0.49652774126052857
10.0,1.0,5.0,0.8337613824,0.59999933511734,0.3999987575721742
10.0,1.0,6.0,0.8337613824,0.5034741660499573,0.30905819360733044
10.0,1.0,7.0,0.8337613824,0.4006529650688171,0.22371367860794078
10.0,1.0,8.0,0.8337613824,0.28957120237350464,0.14470334173202526
10.0,1.0,9.0,0.8337613824,0.16425708883285517,0.07406991250991801
10.0,1.0,10.0,0.8337613824,0.0,0.018015964641570847
