N,d,k,beta,prob_low,prob_upp
25.0,1.0,0.0,0.1,0.9120105355644226,1.0
25.0,1.0,1.0,0.1,0.8531318608665466,0.9957948705863953
25.0,1.0,2.0,0.1,0.8008639243125916,0.9785222668266297
25.0,1.0,3.0,0.1,0.7519814638710023,0.9550871428871155
25.0,1.0,4.0,0.1,0.7053286493873596,0.9283390206336976
25.0,1.0,5.0,0.1,0.6603409169578551,0.899382232837677
25.0,1.0,6.0,0.1,0.6166921164894104,0.8687718068504333
25.0,1.0,7.0,0.1,0.5741762584495544,0.8368300781440735
25.0,1.0,8.0,0.1,0.5326579237937927,0.8037554070091248
25.0,1.0,9.0,0.1,0.4920493762397766,0.7696851198005676
25.0,1.0,10.0,0.1,0.4522819526100159,0.7347069528007508
25.0,1.0,11.0,0.1,0.41332132131576516,0.6988876618766785
25.0,1.0,12.0,0.1,0.37514078001022333,0.6622634859275818
25.0,1.0,13.0,0.1,0.33773651407241845,0.6248592199897767
25.0,1.0,14.0,0.1,0.3011123381233216,0.5866786786842346
25.0,1.0,15.0,0.1,0.2652930471992493,0.5477180473899841
25.0,1.0,16.0,0.1,0.23031488019943225,0.4999990463447571
25.0,1.0,17.0,0.1,0.19624459299087516,0.46734207620620727
25.0,1.0,18.0,0.1,0.16316992185592638,0.42582374155044556
25.0,1.0,19.0,0.1,0.13122819314956646,0.38330788351058964
25.0,1.0,20.0,0.1,0.10061776716232285,0.33965908304214487
25.0,1.0,21.0,0.1,0.07166097936630234,0.25000404634475715
25.0,1.0,22.0,0.1,0.0449128571128844,0.24801853612899794
25.0,1.0,23.0,0.1,0.021477733173370317,0.19913607568740832
25.0,1.0,24.0,0.1,0.004205129413604736,0.12500654634475705
25.0,1.0,25.0,0.1,0.0,0.08798946443557731
