N,d,k,beta,prob_low,prob_upp
1000.0,1.0,0.0,0.01,0.9954057792472839,1.0
1000.0,1.0,1.0,0.01,0.993380215511322,0.999989046344757
1000.0,1.0,2.0,0.01,0.9916197679328919,0.9998517199897766
1000.0,1.0,3.0,0.01,0.9899909247779847,0.9995637161064148
1000.0,1.0,4.0,0.01,0.9884402813529968,0.9991746247673035
1000.0,1.0,5.0,0.01,0.9869449499320984,0.9987187775611878
1000.0,1.0,6.0,0.01,0.9854915793418885,0.9982114329719544
1000.0,1.0,7.0,0.01,0.9840706330299378,0.9976659421730042
1000.0,1.0,8.0,0.01,0.9826802036857605,0.9970880270957947
1000.0,1.0,9.0,0.01,0.9813088474464416,0.9964853169822693
1000.0,1.0,10.0,0.01,0.9799565643119812,0.9958597191429138
1000.0,1.0,11.0,0.01,0.9786233542823791,0.9952169555091858
1000.0,1.0,12.0,0.01,0.9773015881156921,0.9945570260810852
1000.0,1.0,13.0,0.01,0.9759950804328918,0.9938818381690979
1000.0,1.0,14.0,0.01,0.9747000166130065,0.9931971137046814
1000.0,1.0,15.0,0.01,0.9734144893455505,0.992499038066864
1000.0,1.0,16.0,0.01,0.9721384986305237,0.9917914258766174
1000.0,1.0,17.0,0.01,0.9708701371574402,0.9910742771339417
1000.0,1.0,18.0,0.01,0.9696113122367859,0.9903475918388367
1000.0,1.0,19.0,0.01,0.968360116558075,0.9896151846122742
1000.0,1.0,20.0,0.01,0.9671127355003357,0.9888732408332824
1000.0,1.0,21.0,0.01,0.9658748909950257,0.9881255751228333
1000.0,1.0,22.0,0.01,0.9646408611106873,0.9873721874809265
1000.0,1.0,23.0,0.01,0.9634125531578064,0.9866130779075623
1000.0,1.0,24.0,0.01,0.9621918744468689,0.9858482464027405
1000.0,1.0,25.0,0.01,0.9609731030464173,0.9850776929664612
1000.0,1.0,26.0,0.01,0.9597600535774231,0.9843033249092102
1000.0,1.0,27.0,0.01,0.9585508187294006,0.9835232349205018
1000.0,1.0,28.0,0.01,0.9573473058128357,0.9827393303108215
1000.0,1.0,29.0,0.01,0.9561457002067566,0.9819516110801697
1000.0,1.0,30.0,0.01,0.954949816532135,0.9811600772285461
1000.0,1.0,31.0,0.01,0.9537558401679993,0.9803647287559509
