N,d,k,beta,prob_low,prob_upp
5000.0,1.0,0.0,0.01,0.9990792592430114,1.0
5000.0,1.0,1.0,0.01,0.9986730021095276,0.999989046344757
5000.0,1.0,2.0,0.01,0.9983201496696472,0.9999699732398987
5000.0,1.0,3.0,0.01,0.9979920922660828,0.9999127539253235
5000.0,1.0,4.0,0.01,0.9976812006568909,0.999834554195404
5000.0,1.0,5.0,0.01,0.9973798456001282,0.9997449106025695
5000.0,1.0,6.0,0.01,0.9970880270957947,0.9996419158363342
5000.0,1.0,7.0,0.01,0.9968019305229187,0.9995331991386414
5000.0,1.0,8.0,0.01,0.9965215558815003,0.999418760509491
5000.0,1.0,9.0,0.01,0.9962469031715393,0.999298599948883
5000.0,1.0,10.0,0.01,0.9959760650825501,0.9991727174568176
5000.0,1.0,11.0,0.01,0.9957071343040467,0.9990449276542663
5000.0,1.0,12.0,0.01,0.995440110836029,0.9989133232307434
5000.0,1.0,13.0,0.01,0.9951769019889831,0.9987798114967347
5000.0,1.0,14.0,0.01,0.9949156004524231,0.9986424851417541
5000.0,1.0,15.0,0.01,0.9946581135368348,0.9985032514762878
5000.0,1.0,16.0,0.01,0.9944006266212463,0.9983621105003357
5000.0,1.0,17.0,0.01,0.9941450470161438,0.9982190622138977
5000.0,1.0,18.0,0.01,0.9938913747215271,0.9980760139274597
5000.0,1.0,19.0,0.01,0.9936396097373963,0.9979291510200501
5000.0,1.0,20.0,0.01,0.9933878447532654,0.9977822881126404
5000.0,1.0,21.0,0.01,0.9931379870796203,0.9976335178947449
5000.0,1.0,22.0,0.01,0.9928900367164611,0.9974828403663635
5000.0,1.0,23.0,0.01,0.992642086353302,0.9973321628379822
5000.0,1.0,24.0,0.01,0.9923960433006287,0.9971795779991149
5000.0,1.0,25.0,0.01,0.9921500002479553,0.9970269931602478
5000.0,1.0,26.0,0.01,0.991903957195282,0.9968725010108948
5000.0,1.0,27.0,0.01,0.9916598214530945,0.9967180088615417
5000.0,1.0,28.0,0.01,0.9914175930213929,0.9965616094017029
5000.0,1.0,29.0,0.01,0.9911753645896911,0.996405209941864
5000.0,1.0,30.0,0.01,0.9909331361579895,0.9962469031715393
5000.0,1.0,31.0,0.01,0.9906928150367736,0.9960885964012146
5000.0,1.0,32.0,0.01,0.9904524939155579,0.9959321969413757
5000.0,1.0,33.0,0.01,0.990212172794342,0.9957719828605652
5000.0,1.0,34.0,0.01,0.9899737589836121,0.9956117687797547
5000.0,1.0,35.0,0.01,0.9897353451728821,0.9954496473884582
5000.0,1.0,36.0,0.01,0.9894969313621521,0.9952894333076477
5000.0,1.0,37.0,0.01,0.9892604248619079,0.9951273119163513
5000.0,1.0,38.0,0.01,0.9890220110511779,0.9949651905250549
